File,Run,Module,Name,
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].networkLayer.ip,blacked:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].networkLayer.ip,delayed:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].networkLayer.ip,rcvdPkt:count,1507
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].networkLayer.ip,droppings:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].networkLayer.arp,failedResolution:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].networkLayer.arp,initiatedResolution:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].networkLayer.arp,sentReplies:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].networkLayer.arp,sentReq:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].mgmt,dropPkByQueue:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].mgmt,dropPkByQueue:sum(packetBytes),0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].mgmt,dataQueueLen:max,5
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].mgmt,dataQueueLen:timeavg,0.000923876
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].mac,number of received packets,1591
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].mac,number of collisions,3177
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].mac,number of internal collisions,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].mac,number of retry for AC 0,1371
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].mac,sent and receive bites,9.46649e+006
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].mac,sent packet within AC 0,1987
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].mac,sent in TXOP ,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].mac,sentWithoutRetry AC 0,1757
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].mac,numGivenUp AC 0,169
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].mac,numDropped AC 0,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].radio,lossRate:min,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].radio,lossRate:max,0.42
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].radio,lossRate:timeavg,0.0641972
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].radio,radioState:count,331571
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].radio,channelNo:histogram:count,1
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].radio,channelNo:histogram:mean,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].radio,channelNo:histogram:stddev,NaN
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].radio,channelNo:histogram:sum,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].radio,channelNo:histogram:sqrsum,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].radio,channelNo:histogram:min,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].radio,channelNo:histogram:max,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].radio,bitrate:min,5.4e+007
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].radio,bitrate:max,5.4e+007
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].wlan[0].radio,bitrate:timeavg,5.4e+007
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].udpApp[0],packets sent,584
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].udpApp[0],packets received,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].udpApp[0],sentPk:count,584
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].udpApp[0],sentPk:sum(packetBytes),299008
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].udpApp[0],rcvdPk:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].udpApp[0],rcvdPk:sum(packetBytes),0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].udpApp[0],rcvdPkLifetime:stats:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].udpApp[0],rcvdPkLifetime:stats:mean,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].udpApp[0],rcvdPkLifetime:stats:stddev,NaN
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].udpApp[0],rcvdPkLifetime:stats:sum,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].udpApp[0],rcvdPkLifetime:stats:sqrsum,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].udpApp[0],rcvdPkLifetime:stats:min,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].udpApp[0],rcvdPkLifetime:stats:max,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].udp,droppedPkBadChecksum:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].udp,droppedPkWrongPort:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].udp,passedUpPk:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].udp,sentPk:count,584
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].udp,sentPk:sum(packetBytes),303680
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].udp,rcvdPk:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].udp,rcvdPk:sum(packetBytes),0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].manetrouting,simulated time,300
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].manetrouting,Aodv totalSend ,18540
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].manetrouting,rreq send,15654
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].manetrouting,rreq rec,67500
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].manetrouting,rrep send,1930
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].manetrouting,rrep rec,1919
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].manetrouting,rrep ack send,105
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].manetrouting,rrep ack rec,105
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].manetrouting,rerr send,946
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.originator[0].manetrouting,rerr rec,2973
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].networkLayer.ip,blacked:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].networkLayer.ip,delayed:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].networkLayer.ip,rcvdPkt:count,2164
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].networkLayer.ip,droppings:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].networkLayer.arp,failedResolution:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].networkLayer.arp,initiatedResolution:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].networkLayer.arp,sentReplies:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].networkLayer.arp,sentReq:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].mgmt,dropPkByQueue:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].mgmt,dropPkByQueue:sum(packetBytes),0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].mgmt,dataQueueLen:max,2
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].mgmt,dataQueueLen:timeavg,5.1449e-005
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].mac,number of received packets,2259
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].mac,number of collisions,4125
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].mac,number of internal collisions,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].mac,number of retry for AC 0,596
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].mac,sent and receive bites,8.34726e+006
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].mac,sent packet within AC 0,1778
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].mac,sent in TXOP ,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].mac,sentWithoutRetry AC 0,1630
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].mac,numGivenUp AC 0,63
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].mac,numDropped AC 0,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].radio,lossRate:min,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].radio,lossRate:max,0.46
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].radio,lossRate:timeavg,0.0387915
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].radio,radioState:count,458361
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].radio,channelNo:histogram:count,1
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].radio,channelNo:histogram:mean,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].radio,channelNo:histogram:stddev,NaN
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].radio,channelNo:histogram:sum,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].radio,channelNo:histogram:sqrsum,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].radio,channelNo:histogram:min,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].radio,channelNo:histogram:max,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].radio,bitrate:min,5.4e+007
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].radio,bitrate:max,5.4e+007
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].wlan[0].radio,bitrate:timeavg,5.4e+007
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].udpApp[0],rcvdPk:count,450
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].udpApp[0],rcvdPk:sum(packetBytes),230400
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].udpApp[0],endToEndDelay:histogram:count,450
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].udpApp[0],endToEndDelay:histogram:mean,0.304015
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].udpApp[0],endToEndDelay:histogram:stddev,1.3861
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].udpApp[0],endToEndDelay:histogram:sum,136.807
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].udpApp[0],endToEndDelay:histogram:sqrsum,904.239
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].udpApp[0],endToEndDelay:histogram:min,0.000252165
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].udpApp[0],endToEndDelay:histogram:max,10.6573
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].udp,droppedPkBadChecksum:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].udp,droppedPkWrongPort:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].udp,passedUpPk:count,450
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].udp,sentPk:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].udp,sentPk:sum(packetBytes),0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].udp,rcvdPk:count,450
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.destination[0].udp,rcvdPk:sum(packetBytes),234000
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].networkLayer.ip,blacked:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].networkLayer.ip,delayed:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].networkLayer.ip,rcvdPkt:count,1209
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].networkLayer.ip,droppings:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].networkLayer.arp,failedResolution:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].networkLayer.arp,initiatedResolution:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].networkLayer.arp,sentReplies:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].networkLayer.arp,sentReq:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].mgmt,dropPkByQueue:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].mgmt,dropPkByQueue:sum(packetBytes),0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].mgmt,dataQueueLen:max,4
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].mgmt,dataQueueLen:timeavg,0.000177278
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].mac,number of received packets,1294
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].mac,number of collisions,3318
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].mac,number of internal collisions,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].mac,number of retry for AC 0,1325
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].mac,sent and receive bites,1.06519e+007
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].mac,sent packet within AC 0,2229
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].mac,sent in TXOP ,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].mac,sentWithoutRetry AC 0,2040
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].mac,numGivenUp AC 0,170
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].mac,numDropped AC 0,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].radio,lossRate:min,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].radio,lossRate:max,0.32
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].radio,lossRate:timeavg,0.0471096
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].radio,radioState:count,346855
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].radio,channelNo:histogram:count,1
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].radio,channelNo:histogram:mean,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].radio,channelNo:histogram:stddev,NaN
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].radio,channelNo:histogram:sum,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].radio,channelNo:histogram:sqrsum,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].radio,channelNo:histogram:min,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].radio,channelNo:histogram:max,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].radio,bitrate:min,5.4e+007
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].radio,bitrate:max,5.4e+007
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].wlan[0].radio,bitrate:timeavg,5.4e+007
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].udpApp[0],Total sent,1166
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].udpApp[0],Total received,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].udpApp[0],Total deleted,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].udpApp[0],outOfOrderPk:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].udpApp[0],outOfOrderPk:sum(packetBytes),0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].udpApp[0],dropPk:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].udpApp[0],dropPk:sum(packetBytes),0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].udpApp[0],sentPk:count,1166
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].udpApp[0],sentPk:sum(packetBytes),596992
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].udpApp[0],rcvdPk:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].udpApp[0],rcvdPk:sum(packetBytes),0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].udpApp[0],endToEndDelay:histogram:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].udpApp[0],endToEndDelay:histogram:mean,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].udpApp[0],endToEndDelay:histogram:stddev,NaN
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].udpApp[0],endToEndDelay:histogram:sum,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].udpApp[0],endToEndDelay:histogram:sqrsum,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].udpApp[0],endToEndDelay:histogram:min,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].udpApp[0],endToEndDelay:histogram:max,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].udp,droppedPkBadChecksum:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].udp,droppedPkWrongPort:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].udp,passedUpPk:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].udp,sentPk:count,1166
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].udp,sentPk:sum(packetBytes),606320
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].udp,rcvdPk:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[0].udp,rcvdPk:sum(packetBytes),0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].networkLayer.ip,blacked:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].networkLayer.ip,delayed:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].networkLayer.ip,rcvdPkt:count,3903
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].networkLayer.ip,droppings:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].networkLayer.arp,failedResolution:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].networkLayer.arp,initiatedResolution:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].networkLayer.arp,sentReplies:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].networkLayer.arp,sentReq:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].mgmt,dropPkByQueue:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].mgmt,dropPkByQueue:sum(packetBytes),0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].mgmt,dataQueueLen:max,1
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].mgmt,dataQueueLen:timeavg,1.0003e-005
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].mac,number of received packets,4013
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].mac,number of collisions,3140
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].mac,number of internal collisions,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].mac,number of retry for AC 0,2994
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].mac,sent and receive bites,1.30626e+007
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].mac,sent packet within AC 0,2811
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].mac,sent in TXOP ,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].mac,sentWithoutRetry AC 0,2554
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].mac,numGivenUp AC 0,432
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].mac,numDropped AC 0,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].radio,lossRate:min,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].radio,lossRate:max,0.42
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].radio,lossRate:timeavg,0.0430964
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].radio,radioState:count,390895
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].radio,channelNo:histogram:count,1
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].radio,channelNo:histogram:mean,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].radio,channelNo:histogram:stddev,NaN
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].radio,channelNo:histogram:sum,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].radio,channelNo:histogram:sqrsum,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].radio,channelNo:histogram:min,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].radio,channelNo:histogram:max,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].radio,bitrate:min,5.4e+007
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].radio,bitrate:max,5.4e+007
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].wlan[0].radio,bitrate:timeavg,5.4e+007
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].udpApp[0],Total sent,1160
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].udpApp[0],Total received,1880
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].udpApp[0],Total deleted,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].udpApp[0],outOfOrderPk:count,32
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].udpApp[0],outOfOrderPk:sum(packetBytes),16384
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].udpApp[0],dropPk:count,0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].udpApp[0],dropPk:sum(packetBytes),0
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].udpApp[0],sentPk:count,1160
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].udpApp[0],sentPk:sum(packetBytes),593920
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].udpApp[0],rcvdPk:count,1880
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].udpApp[0],rcvdPk:sum(packetBytes),962560
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].udpApp[0],endToEndDelay:histogram:count,1880
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].udpApp[0],endToEndDelay:histogram:mean,0.0777541
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].udpApp[0],endToEndDelay:histogram:stddev,0.409761
Referenz-0.sca,General-0-20210310-18:15:00-24740,Flooding_Network.node[1].udpApp[0],endToEndDelay:histogram:sum,146.178
